"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970113173100605440",2018-03-04 01:46:18,"x44339519","SeattleNews360","Flu Still Widespread In Washington, Slows Nationally  https://t.co/DcW3jcyT8d","Zapier.com",77,,,,FALSE,FALSE,0,0,,,"zpr.io/nxdh5","https://t.co/DcW3jcyT8d","http://zpr.io/nxdh5",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970113122844463104",2018-03-04 01:46:06,"x16276544","DammitDacia","Treating myself to a French white wine tonight because I have a sore throat. Could it be the boogie woogie flu? Inoculating myself just in case. https://t.co/X63mXFMhpc","Twitter for Android",144,,,,FALSE,FALSE,1,0,,,,,,"http://pbs.twimg.com/media/DXaIu1UVAAALpG-.jpg","https://t.co/X63mXFMhpc","https://twitter.com/DammitDacia/status/970113122844463104/photo/1","photo","http://pbs.twimg.com/media/DXaIu1UVAAALpG-.jpg","https://t.co/X63mXFMhpc","https://twitter.com/DammitDacia/status/970113122844463104/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112989620785153",2018-03-04 01:45:35,"x704297850889342976","miss__katie91","Flu.
Kill me.","Twitter for Android",13,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112976312291328",2018-03-04 01:45:32,"x14962437","shyduroff","RT @ConversationUS: With many men 'missing' from the population in the aftermath of the 1918 #flu pandemic, women stepped into public roles…","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,"flu",,,,,,,,,,,,,"x2733320850","ConversationUS","en",,,,,,,,,,,,,,,,"x970100487180685312","With many men 'missing' from the population in the aftermath of the 1918 #flu pandemic, women stepped into public roles (via @TAMU) https://t.co/5KhmzaE1wz #WomensHistoryMonth",2018-03-04 00:55:54,,5,"x2733320850","ConversationUS","The Conversation US",31609,3965,41029,"Boston, MA","An independent news and commentary website with expertise from academics, edited by journalists. Free to read and republish.",TRUE,,,,,,,,,
"x970112922247712768",2018-03-04 01:45:19,"x3063825110","remflooringinc","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970112917462020096",2018-03-04 01:45:18,"x244175927","HSreplays","I've have bed ridden with the flu all week and feel like that's about the fourth worst thing that's happened this week.","Twitter for iPhone",119,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112857898737664",2018-03-04 01:45:03,"x2812392467","1969_sugar","@CatBroome1 @blakeshelton I'm thankful you haven't had this years flu. So many have died, even my 25 year old cousin.I will pray next time you will have some empathy towards others. You do realize these amazing stars are real people, right?if I'm lucky enough to go to a concert I buy the insurance!","Twitter for iPhone",273,"x970053943815557120","x3268498495","CatBroome1",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x3268498495 14920785","CatBroome1 blakeshelton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112854161584134",2018-03-04 01:45:02,"x2981144307","diverseUS","RT @WadeLMunday: Children still die from the flu in Tennessee. If you want to take public health seriously, expand Medicaid. Stop picking f…","Twitter for iPhone",140,,,,FALSE,TRUE,0,9,,,,,,,,,,,,,,"x1855220599","WadeLMunday","en",,,,,,,,,,,,,,,,"x970088471158177793","Children still die from the flu in Tennessee. If you want to take public health seriously, expand Medicaid. Stop picking fights with kids. https://t.co/xIqY3WbZdG",2018-03-04 00:08:09,,18,"x1855220599","WadeLMunday","Wade Munday",768,1791,613,"Springfield, TN","Candidate for Tennessee Senate District 25. Executive Director @tnjfon.",FALSE,,,,,,,,,
"x970112843075866624",2018-03-04 01:45:00,"x64506942","SDCountyHHSA","#FightFlu this season: get a flu shot, take everyday preventive actions, and take antiviral drugs if prescribed. https://t.co/plkddRuj1s https://t.co/MyKvsqPtqB","TweetDeck",136,,,,FALSE,FALSE,0,0,"FightFlu",,"go.usa.gov/xRpeJ","https://t.co/plkddRuj1s","http://go.usa.gov/xRpeJ","http://pbs.twimg.com/media/DXUSL1KU0AAloAt.jpg","https://t.co/MyKvsqPtqB","https://twitter.com/SDCountyHHSA/status/970112843075866624/photo/1","photo","http://pbs.twimg.com/media/DXUSL1KU0AAloAt.jpg","https://t.co/MyKvsqPtqB","https://twitter.com/SDCountyHHSA/status/970112843075866624/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112821127204864",2018-03-04 01:44:55,"x3027954788","deborah75857164","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970112793113448448",2018-03-04 01:44:48,"x1352591570","Hudson_Empire","biggest downside of the flu? unhappily eating this can of spaghettios because everything tastes like sand.","Twitter for iPhone",106,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/00b6bac82856d70b.json","Bellevue","Bellevue, NE","city","United States","US",,,"-96.0142235 -95.867612 -95.867612 -96.0142235 41.0891392 41.0891392 41.1910764 41.1910764"
"x970112789959380997",2018-03-04 01:44:47,"x471354908","EvaAnder14","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970112637462892545",2018-03-04 01:44:11,"x941931141522690048","SimsPatriot","@toothfairy1115 @MsHilaryClinton Thats not good for you. Let a little garlic clove mashed up into your gullet couple three times a month, no more flu. Strawberries are great antobiotics as well.","Twitter for Android",161,"x970071027219824640","x2539572513","toothfairy1115",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x2539572513 750747532095991808","toothfairy1115 MsHilaryClinton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112586434805762",2018-03-04 01:43:59,"x560587670","JoanneScheller","@blakeshelton Feel better! The flu is a bitch!","Twitter for iPhone",32,"x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112522333417472",2018-03-04 01:43:43,"x2886645637","LoveTheLibrary1","My great-uncle died in the 1918 flu pandemic. https://t.co/pVrxtHLSg7","Twitter for iPhone",45,,,,TRUE,FALSE,0,0,,,"twitter.com/smithsonianmag…","https://t.co/pVrxtHLSg7","https://twitter.com/smithsonianmag/status/970087261739081740",,,,,,,,,,,"en","x970087261739081740","The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in the process irreversibly transforming life in the United States. https://t.co/eFDFKN2O6U",2018-03-04 00:03:21,,56,38,"x17998609","SmithsonianMag","Smithsonian Magazine",228559,490,89672,"Washington, D.C.","Official Twitter feed for Smithsonian magazine. @ replies may be reprinted in the magazine. Legal: http://t.co/FT9zvv7aQC",TRUE,,,,,,,,,,,,,,,,,,,,,,,
"x970112486115393536",2018-03-04 01:43:35,"x2280337860","littleelfesteph","RT @SmithsonianMag: The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in…","Twitter for Android",139,,,,FALSE,TRUE,0,38,,,,,,,,,,,,,,"x17998609","SmithsonianMag","en",,,,,,,,,,,,,,,,"x970087261739081740","The aftermath of the 1918 flu pandemic led to unexpected social changes, opening up new opportunities for women and in the process irreversibly transforming life in the United States. https://t.co/eFDFKN2O6U",2018-03-04 00:03:21,,56,"x17998609","SmithsonianMag","Smithsonian Magazine",228559,490,89672,"Washington, D.C.","Official Twitter feed for Smithsonian magazine. @ replies may be reprinted in the magazine. Legal: http://t.co/FT9zvv7aQC",TRUE,,,,,,,,,
"x970112469464178688",2018-03-04 01:43:31,"x411587302","ashleyapodaca","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970112414640467968",2018-03-04 01:43:18,"x738221750140424192","curlyyoli","I wish I didn’t have the flu so that I could be with my sister on her bday weekend ☹️😔","Twitter for iPhone",86,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112292288385024",2018-03-04 01:42:48,"x581065283","AbNewsgirl","Damn flu is kicking my butt. Not the way I want to spend a Saturday. #Netflixbinging #bedhead… https://t.co/RN1oSBXoqs","Instagram",118,,,,FALSE,FALSE,0,0,"Netflixbinging bedhead",,"instagram.com/p/Bf4h2XHlk0D/","https://t.co/RN1oSBXoqs","https://www.instagram.com/p/Bf4h2XHlk0D/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/6a6d896ba1cb5dc4.json","Edmonton","Edmonton, Alberta","city","Canada","CA","53.5667 -113.517","-113.517 53.5667","-113.71368 -113.271555 -113.271555 -113.71368 53.395531 53.395531 53.7161084 53.7161084"
"x970112120456142848",2018-03-04 01:42:07,"x959505839865417728","justincaseTBR","Johnny Rivers - Rockin' Pneumonia and the Boogie Woogie Flu","Radio.co now playing",59,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970112097836240897",2018-03-04 01:42:02,"x2342860147","TetoJodi","@blakeshelton I didn't have tickets.. but the flu is awful.. if i did have tickets.. of course I'd be disappointed.. but your health comes first..totally understand. If you don't take of you.. there'd be no other shows.. feel better soon","Twitter for Android",223,"x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970111863810699265",2018-03-04 01:41:06,"x42726057","djsena","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970111860820332546",2018-03-04 01:41:06,"x825976920609288192","EHFoundation237","RT @Ionexx_RD: ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshea…"," Ethereal Heart",140,,,,FALSE,TRUE,0,2,"NanoSilver Life ColloidalSilver health healthcare treatyoself lifestyle",,"crwd.fr/2Fcoy24","https://t.co/gb2KCAFCvw","http://crwd.fr/2Fcoy24",,,,,,,,,"x930601886490619904","Ionexx_RD","en",,,,,,,,,,,,,,,,"x970110217957625856","ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshealth #selfcare #Healing #flu #flu2018 #travel #influenza #HealthTech #HealthTip #globalhealth #wellness #Saturday #medicine #womenshealth #repost #repost #rt",2018-03-04 01:34:34,,1,"x930601886490619904","Ionexx_RD","Ben Pate",915,1056,741,"San Antonio","Director of R&D at IONEXX. We are the world leader with innovations in Ultrasonic Nano Silver Generator & EquaFlow v2 Water Filters.",FALSE,,,,,,,,,
"x970111748840837120",2018-03-04 01:40:39,"x3140475241","babbec83","RT @bradleywilson09: Congratulations to the cast and crew of @MWSU_Theatre @MidwesternState who finish the run of #Urinetown tonight. Despi…","Twitter for Android",140,,,,FALSE,TRUE,0,4,"Urinetown",,,,,,,,,,,,,"x18579670 2993722938 544478432","bradleywilson09 MWSU_Theatre MidwesternState","en",,,,,,,,,,,,,,,,"x970013460456239106","Congratulations to the cast and crew of @MWSU_Theatre @MidwesternState who finish the run of #Urinetown tonight. Despite the flu and bad weather, they had a great run. Strong work, all. https://t.co/WitjbsozsC",2018-03-03 19:10:05,,5,"x18579670","bradleywilson09","Bradley Wilson",1624,128,8091,"Wichita Falls, Texas","",FALSE,,,,,,,,,
"x970111607643820032",2018-03-04 01:40:05,"x862770454616043520","whyglobalhealth","RT @Ionexx_RD: ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshea…","GlobalHealth Tweets",140,,,,FALSE,TRUE,0,2,"NanoSilver Life ColloidalSilver health healthcare treatyoself lifestyle",,"crwd.fr/2Fcoy24","https://t.co/gb2KCAFCvw","http://crwd.fr/2Fcoy24",,,,,,,,,"x930601886490619904","Ionexx_RD","en",,,,,,,,,,,,,,,,"x970110217957625856","ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshealth #selfcare #Healing #flu #flu2018 #travel #influenza #HealthTech #HealthTip #globalhealth #wellness #Saturday #medicine #womenshealth #repost #repost #rt",2018-03-04 01:34:34,,1,"x930601886490619904","Ionexx_RD","Ben Pate",915,1056,741,"San Antonio","Director of R&D at IONEXX. We are the world leader with innovations in Ultrasonic Nano Silver Generator & EquaFlow v2 Water Filters.",FALSE,,,,,,,,,
"x970111450973982721",2018-03-04 01:39:28,"x14323769","stevepohlit","This years flu strain is deadly Here is a natural inexpensive product that is a flu remedy https://t.co/1QRLU7mBlg https://t.co/qkUvDOVzdi","SocialOomph",114,,,,FALSE,FALSE,0,0,,,"bit.ly/2BiTDi7","https://t.co/1QRLU7mBlg","http://bit.ly/2BiTDi7","http://pbs.twimg.com/media/DXaHOQ6XcAEGJa-.jpg","https://t.co/qkUvDOVzdi","https://twitter.com/stevepohlit/status/970111450973982721/photo/1","photo","http://pbs.twimg.com/media/DXaHOQ6XcAEGJa-.jpg","https://t.co/qkUvDOVzdi","https://twitter.com/stevepohlit/status/970111450973982721/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970111434892996608",2018-03-04 01:39:24,"x745261084605550592","healthy_wrld","Scientists' new approach raises hope for a universal flu vaccine - Newsday https://t.co/61J8EsKbPC https://t.co/pM4JMb8Qon","DestroyTwitter",98,,,,FALSE,FALSE,1,0,,,"goo.gl/Pbj9H3","https://t.co/61J8EsKbPC","https://goo.gl/Pbj9H3","http://pbs.twimg.com/media/DXaHNV7X4AEO-LT.jpg","https://t.co/pM4JMb8Qon","https://twitter.com/healthy_wrld/status/970111434892996608/photo/1","photo","http://pbs.twimg.com/media/DXaHNV7X4AEO-LT.jpg","https://t.co/pM4JMb8Qon","https://twitter.com/healthy_wrld/status/970111434892996608/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970111427943026689",2018-03-04 01:39:22,"x883026746660057088","Dee69214167","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970111421525708800",2018-03-04 01:39:21,"x936698076064047104","ebjoycebrorowne","I have avoided getting  the flu this whole time. I think it has caught me. @vincentdonofrio  if you see this could use soothing vibes/ hugs","Twitter for Android",139,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2857479956","vincentdonofrio","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/31dfa65012f0d382.json","Pontotoc","Pontotoc, MS","city","United States","US",,,"-89.036991 -88.969064 -88.969064 -89.036991 34.221978 34.221978 34.2791367 34.2791367"
"x970111145448128512",2018-03-04 01:38:15,"x522553265","ibarralizzi","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970111076984672257",2018-03-04 01:37:59,"x948266556265398272","blubrynight","RT @MakotoKamui: Oof. That flu this year was no joke, and kept coming back over and over.
But a new Voltron sword called to me. And a bunch…","Twitter for iPhone",140,,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,"x2158639908","MakotoKamui","en",,,,,,,,,,,,,,,,"x968911420455833601","Oof. That flu this year was no joke, and kept coming back over and over.
But a new Voltron sword called to me. And a bunch of props that need to be sent out. Playing catch up https://t.co/axUE4wwFc5",2018-02-28 18:10:58,,74,"x2158639908","MakotoKamui","Makoto Kamui",565,159,4991,"OK, USA","Jack of many trades, master of very few",FALSE,,,,,,,,,
"x970111033653293056",2018-03-04 01:37:48,"x981368300","hoozasaurus","Turns out when I got the flu it cost me $600 because insurance barely covered anything from it and now I have a $315 balance due 🙃🙃🙃","Twitter for iPhone",132,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970111019858018304",2018-03-04 01:37:45,"x829245444492578816","bfitrikananda","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6120,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970111011087794176",2018-03-04 01:37:43,"x948426470556184576","JameDiB","RT @HookedOnNoir: Les Edgerton on Writing: FLU https://t.co/jFtUAhr34x","Twitter Web Client",70,,,,FALSE,TRUE,0,2,,,"lesedgertononwriting.blogspot.com/2018/02/flu.ht…","https://t.co/jFtUAhr34x","http://lesedgertononwriting.blogspot.com/2018/02/flu.html?spref=tw",,,,,,,,,"x117180121","HookedOnNoir","en",,,,,,,,,,,,,,,,"x967059532596817921","Les Edgerton on Writing: FLU https://t.co/jFtUAhr34x",2018-02-23 15:32:14,,0,"x117180121","HookedOnNoir","Les Edgerton",3590,4199,5318,"Fort Wayne, IN","Author of twenty books, teaches writing online for the New York Writer's Workshop. Author of HOOKED, JUST LIKE THAT, THE BITCH and  THE RAPIST.",FALSE,,,,,,,,,
"x970111004091744258",2018-03-04 01:37:41,"x321674976","ohiogooniegirl","@_megs328_ Oh no, did you get tested for the flu? Just rest as much as possible and keep drinking water.","Twitter for iPhone",93,"x970094499673378817","x2770236175","_megs328_",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2770236175","_megs328_","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970110955169505280",2018-03-04 01:37:30,"x378212352","flashinfinities","i think i'm coming down with the flu","Twitter for Android",36,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970110919383666688",2018-03-04 01:37:21,"x33206005","CorpusChristi91","@blakeshelton I commented on the FB get well wishes, then received messenger request. Was this the BS crew? Im sure BS isn't doing much with the flu.","Twitter Lite",135,"x970049091714670594","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970110884004745216",2018-03-04 01:37:13,"x3617622734","_a_e___","RT @bradleywilson09: Congratulations to the cast and crew of @MWSU_Theatre  @MidwesternState  who finish the run of #Urinetown tonight. Des…","Twitter Lite",140,,,,FALSE,TRUE,0,2,"Urinetown",,,,,,,,,,,,,"x18579670 2993722938 544478432","bradleywilson09 MWSU_Theatre MidwesternState","en",,,,,,,,,,,,,,,,"x970094001973022722","Congratulations to the cast and crew of @MWSU_Theatre  @MidwesternState  who finish the run of #Urinetown tonight. Despite the flu and bad weather, they had a great run. Strong work, all. @WichitanOnline https://t.co/FYt6St7EEV",2018-03-04 00:30:08,,0,"x18579670","bradleywilson09","Bradley Wilson",1624,128,8091,"Wichita Falls, Texas","",FALSE,,,,,,,,,
"x970110807806586880",2018-03-04 01:36:55,"x1735550358","gyancita","RT @co_pony: Mom, 79, admitted to Denver hospital - flu pneumonia and a fib.   Dad, 83, flu and with her but not admitted.   It took dad 30…","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x589596296","co_pony","en",,,,,,,,,,,,,,,,"x968894118331080704","Mom, 79, admitted to Denver hospital - flu pneumonia and a fib.   Dad, 83, flu and with her but not admitted.   It took dad 30 min to help Mom down stairs

They may have to look into selling the cabin and moving down to Denver.  Or Golden.  

Tough stuff.  Prayers appreciated.",2018-02-28 17:02:13,,4,"x589596296","co_pony","Pony (short trouble maker)",1467,1970,47273,"Country Roads","Reluctant activist, #resistance tender hearted, OTTB groupie; will travel; can sleep when I'm dead; too old 2die young; #ENFP, Quirky feed, #IWANTTHETRUTH",FALSE,,,,,,,,,
"x970110575995965445",2018-03-04 01:35:59,"x923341507951816704","michelle_ditter","@blakeshelton Feel better soon! I got the flu too","Twitter for iPhone",35,"x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970110528780734464",2018-03-04 01:35:48,"x235754131","Eptic","My man was right, i didn't have the flu - but i don't like being wrong so here's me being a dick 🍆🔥 https://t.co/XYjWtmWwJh","Twitter for iPhone",99,,,,FALSE,FALSE,50,7,,,,,,"http://pbs.twimg.com/media/DXaGYUEWkAAA_q6.jpg","https://t.co/XYjWtmWwJh","https://twitter.com/Eptic/status/970110528780734464/photo/1","photo","http://pbs.twimg.com/media/DXaGYUEWkAAA_q6.jpg","https://t.co/XYjWtmWwJh","https://twitter.com/Eptic/status/970110528780734464/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970110504390811650",2018-03-04 01:35:42,"x897545508469825536","TCWSports","RT @TCWPrincipal: Congrats @TCW_Girls_Bball w/ an impressive win over Marshall 50-27. Sorry I missed the game ladies - the flu kept me at h…","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x3346745903 935981932483137544","TCWPrincipal TCW_Girls_Bball","en",,,,,,,,,,,,,,,,"x970108005894295554","Congrats @TCW_Girls_Bball w/ an impressive win over Marshall 50-27. Sorry I missed the game ladies - the flu kept me at home. Looking forward to next week's contests.",2018-03-04 01:25:46,,6,"x3346745903","TCWPrincipal","Peter Balas",800,475,963,"Alexandria, VA","Principal, T.C. Williams High School • Follow us @TCWTitans • #RememberTheTitans",FALSE,,,,,,,,,
